Sl No,Category,Item Code,Item Name,Quantity,Department,Address,Contact Name,Phone,Latitude,Longitude,District
504,Tactical,155,Lifebuoy,10 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION),"KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION). Residency Road, Near  Ashok Nagar Police Station",G.  Krishnaswamy,7259571910 / 08022971535,12.965248698818,77.596963810547,Bengaluru
505,Tactical,140,Search Light,2 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION),"KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION). Residency Road, Near  Ashok Nagar Police Station",G.  Krishnaswamy,7259571910 / 08022971535,12.965248698818,77.596963810547,Bengaluru
506,Tactical,358,Bucket,3 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION),"KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION). Residency Road, Near  Ashok Nagar Police Station",G.  Krishnaswamy,7259571910 / 08022971535,12.965248698818,77.596963810547,Bengaluru
507,Tactical,357,Rope,4 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION),"KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION). Residency Road, Near  Ashok Nagar Police Station",G.  Krishnaswamy,7259571910 / 08022971535,12.965248698818,77.596963810547,Bengaluru
508,Tactical,356,B.A.Set,4 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION),"KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION). Residency Road, Near  Ashok Nagar Police Station",G.  Krishnaswamy,7259571910 / 08022971535,12.965248698818,77.596963810547,Bengaluru
509,Tactical,339,Hacksaw,2 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION),"KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION). Residency Road, Near  Ashok Nagar Police Station",G.  Krishnaswamy,7259571910 / 08022971535,12.965248698818,77.596963810547,Bengaluru
510,Tactical,337,Axe,1 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION),"KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION). Residency Road, Near  Ashok Nagar Police Station",G.  Krishnaswamy,7259571910 / 08022971535,12.965248698818,77.596963810547,Bengaluru
511,Tactical,334,Helmet,5 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION),"KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION). Residency Road, Near  Ashok Nagar Police Station",G.  Krishnaswamy,7259571910 / 08022971535,12.965248698818,77.596963810547,Bengaluru
512,Tactical,125,Stretcher Harness (Set),4 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION),"KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION). Residency Road, Near  Ashok Nagar Police Station",G.  Krishnaswamy,7259571910 / 08022971535,12.965248698818,77.596963810547,Bengaluru
513,Tactical,124,"Gloves Rubber, Tested Up To 25, 000 Volt",6 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION),"KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION). Residency Road, Near  Ashok Nagar Police Station",G.  Krishnaswamy,7259571910 / 08022971535,12.965248698818,77.596963810547,Bengaluru
514,Tactical,122,Smoke Blower And Exhauster,1 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION),"KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION). Residency Road, Near  Ashok Nagar Police Station",G.  Krishnaswamy,7259571910 / 08022971535,12.965248698818,77.596963810547,Bengaluru
515,Tactical,118,Heavy Axe,2 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION),"KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION). Residency Road, Near  Ashok Nagar Police Station",G.  Krishnaswamy,7259571910 / 08022971535,12.965248698818,77.596963810547,Bengaluru
516,Tactical,117,Sledge Hammer,2 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION),"KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION). Residency Road, Near  Ashok Nagar Police Station",G.  Krishnaswamy,7259571910 / 08022971535,12.965248698818,77.596963810547,Bengaluru
517,Tactical,106,Chipping Hammer,2 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION),"KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION). Residency Road, Near  Ashok Nagar Police Station",G.  Krishnaswamy,7259571910 / 08022971535,12.965248698818,77.596963810547,Bengaluru
519,Tactical,103,Bolt Cutters ( Shears ),1 Nos,Volvo Group India  Pvt Ltd,"Yalachahally,  Tavarekere Post, Hosakote  Bangalore-562122",Rajeev  Joglekar,9845976681 / 08066914000,13.132881,77.929621,Bengaluru
521,Tactical,369,Hand Gloves,100 Pair,Volvo Group India  Pvt Ltd,"Yalachahally,  Tavarekere Post, Hosakote  Bangalore-562122",Rajeev  Joglekar,9845976681 / 08066914000,13.132881,77.929621,Bengaluru
526,Tactical,440,Oxygen Therapy,1 Nos,Volvo Group India  Pvt Ltd,"Yalachahally,  Tavarekere Post, Hosakote  Bangalore-562122",Rajeev  Joglekar,9845976681 / 08066914000,13.132881,77.929621,Bengaluru
527,Tactical,438,Electro Conductive Gel,1 Nos,Volvo Group India  Pvt Ltd,"Yalachahally,  Tavarekere Post, Hosakote  Bangalore-562122",Rajeev  Joglekar,9845976681 / 08066914000,13.132881,77.929621,Bengaluru
529,Tactical,115,Jack With 5 Ton Lift,2 Nos,Volvo Group India  Pvt Ltd,"Yalachahally,  Tavarekere Post, Hosakote  Bangalore-562122",Rajeev  Joglekar,9845976681 / 08066914000,13.132881,77.929621,Bengaluru
530,Tactical,133,Blankets,02 Nos,Volvo Group India  Pvt Ltd,"Yalachahally,  Tavarekere Post, Hosakote  Bangalore-562122",Rajeev  Joglekar,9845976681 / 08066914000,13.132881,77.929621,Bengaluru
531,Tactical,140,Search Light,5 Nos,Volvo Group India  Pvt Ltd,"Yalachahally,  Tavarekere Post, Hosakote  Bangalore-562122",Rajeev  Joglekar,9845976681 / 08066914000,13.132881,77.929621,Bengaluru
532,Tactical,457,Isolation,1 Nos,Volvo Group India  Pvt Ltd,"Yalachahally,  Tavarekere Post, Hosakote  Bangalore-562122",Rajeev  Joglekar,9845976681 / 08066914000,13.132881,77.929621,Bengaluru
533,Tactical,458,Quarantine Wards,1 Nos,Volvo Group India  Pvt Ltd,"Yalachahally,  Tavarekere Post, Hosakote  Bangalore-562122",Rajeev  Joglekar,9845976681 / 08066914000,13.132881,77.929621,Bengaluru
534,Tactical,450,Ambulance With Oxygen Support And Other Critical Facilities,1 Nos,Volvo Group India  Pvt Ltd,"Yalachahally,  Tavarekere Post, Hosakote  Bangalore-562122",Rajeev  Joglekar,9845976681 / 08066914000,13.132881,77.929621,Bengaluru
537,Tactical,446,Ors,50 Nos,Volvo Group India  Pvt Ltd,"Yalachahally,  Tavarekere Post, Hosakote  Bangalore-562122",Rajeev  Joglekar,9845976681 / 08066914000,13.132881,77.929621,Bengaluru
538,Tactical,456,Trained Doctors And Nursing Staff For Covid,2 Persons,Volvo Group India  Pvt Ltd,"Yalachahally,  Tavarekere Post, Hosakote  Bangalore-562122",Rajeev  Joglekar,9845976681 / 08066914000,13.132881,77.929621,Bengaluru
539,Tactical,461,Wheel Chairs,2 Nos,Volvo Group India  Pvt Ltd,"Yalachahally,  Tavarekere Post, Hosakote  Bangalore-562122",Rajeev  Joglekar,9845976681 / 08066914000,13.132881,77.929621,Bengaluru
563,Tactical,411,Pulse Oximeter,2 Unit,HPCL Bengaluru  Terminal,"HPCL, Bangalore  Terminal, Nr Devangonthi Railway  Station",Rupak  Anand,9070079988 / 9070079988,12.9767463,77.5752782,Bengaluru
564,Tactical,467,Thermal Scanner,1 Unit,HPCL Bengaluru  Terminal,"HPCL, Bangalore  Terminal, Nr Devangonthi Railway  Station",Rupak  Anand,9070079988 / 9070079988,12.9767463,77.5752782,Bengaluru
565,Tactical,410,Thermometer,4 Unit,HPCL Bengaluru  Terminal,"HPCL, Bangalore  Terminal, Nr Devangonthi Railway  Station",Rupak  Anand,9070079988 / 9070079988,12.9767463,77.5752782,Bengaluru
566,Tactical,389,Gum Boots,4 Pair,HPCL Bengaluru  Terminal,"HPCL, Bangalore  Terminal, Nr Devangonthi Railway  Station",Rupak  Anand,9070079988 / 9070079988,12.9767463,77.5752782,Bengaluru
567,Tactical,370,Sanitizer Spray,3 Liter,HPCL Bengaluru  Terminal,"HPCL, Bangalore  Terminal, Nr Devangonthi Railway  Station",Rupak  Anand,9070079988 / 9070079988,12.9767463,77.5752782,Bengaluru
568,Tactical,368,Mask,100 Unit,HPCL Bengaluru  Terminal,"HPCL, Bangalore  Terminal, Nr Devangonthi Railway  Station",Rupak  Anand,9070079988 / 9070079988,12.9767463,77.5752782,Bengaluru
571,Tactical,150,Search And Rescue Teams For Collapsed Structures,3 Team,HPCL Bengaluru  Terminal,"HPCL, Bangalore  Terminal, Nr Devangonthi Railway  Station",Rupak  Anand,9070079988 / 9070079988,12.9767463,77.5752782,Bengaluru
574,Tactical,374,Driver Hmv,3 Persons,HPCL Bengaluru  Terminal,"HPCL, Bangalore  Terminal, Nr Devangonthi Railway  Station",Rupak  Anand,9070079988 / 9070079988,12.9767463,77.5752782,Bengaluru
575,Tactical,373,Driver Lmv,5 Persons,HPCL Bengaluru  Terminal,"HPCL, Bangalore  Terminal, Nr Devangonthi Railway  Station",Rupak  Anand,9070079988 / 9070079988,12.9767463,77.5752782,Bengaluru
576,Tactical,375,Labour,25 Persons,HPCL Bengaluru  Terminal,"HPCL, Bangalore  Terminal, Nr Devangonthi Railway  Station",Rupak  Anand,9070079988 / 9070079988,12.9767463,77.5752782,Bengaluru
588,Tactical,140,Search Light,2 Unit,HPCL Bengaluru  Terminal,"HPCL, Bangalore  Terminal, Nr Devangonthi Railway  Station",Rupak  Anand,9070079988 / 9070079988,12.9767463,77.5752782,Bengaluru
589,Tactical,140,Search Light,2 Unit,HPCL Bengaluru  Terminal,"HPCL, Bangalore  Terminal, Nr Devangonthi Railway  Station",Rupak  Anand,9070079988 / 9070079988,12.9767463,77.5752782,Bengaluru
590,Tactical,360,Hose/Hose Fitting,10 Unit,HPCL Bengaluru  Terminal,"HPCL, Bangalore  Terminal, Nr Devangonthi Railway  Station",Rupak  Anand,9070079988 / 9070079988,12.9767463,77.5752782,Bengaluru
591,Tactical,358,Bucket,5 Unit,HPCL Bengaluru  Terminal,"HPCL, Bangalore  Terminal, Nr Devangonthi Railway  Station",Rupak  Anand,9070079988 / 9070079988,12.9767463,77.5752782,Bengaluru
592,Tactical,356,B.A.Set,1 Sets,HPCL Bengaluru  Terminal,"HPCL, Bangalore  Terminal, Nr Devangonthi Railway  Station",Rupak  Anand,9070079988 / 9070079988,12.9767463,77.5752782,Bengaluru
593,Tactical,343,Public Address System,1 Unit,HPCL Bengaluru  Terminal,"HPCL, Bangalore  Terminal, Nr Devangonthi Railway  Station",Rupak  Anand,9070079988 / 9070079988,12.9767463,77.5752782,Bengaluru
594,Tactical,102,Cold Cutters,2 Unit,HPCL Bengaluru  Terminal,"HPCL, Bangalore  Terminal, Nr Devangonthi Railway  Station",Rupak  Anand,9070079988 / 9070079988,12.9767463,77.5752782,Bengaluru
595,Tactical,334,Helmet,10 Unit,HPCL Bengaluru  Terminal,"HPCL, Bangalore  Terminal, Nr Devangonthi Railway  Station",Rupak  Anand,9070079988 / 9070079988,12.9767463,77.5752782,Bengaluru
596,Tactical,137,Soaking Kit,1 Unit,HPCL Bengaluru  Terminal,"HPCL, Bangalore  Terminal, Nr Devangonthi Railway  Station",Rupak  Anand,9070079988 / 9070079988,12.9767463,77.5752782,Bengaluru
597,Tactical,131,Slotted Screwdrivers,2 Unit,HPCL Bengaluru  Terminal,"HPCL, Bangalore  Terminal, Nr Devangonthi Railway  Station",Rupak  Anand,9070079988 / 9070079988,12.9767463,77.5752782,Bengaluru
598,Tactical,124,"Gloves Rubber, Tested Up To 25, 000 Volt",3 Pair,HPCL Bengaluru  Terminal,"HPCL, Bangalore  Terminal, Nr Devangonthi Railway  Station",Rupak  Anand,9070079988 / 9070079988,12.9767463,77.5752782,Bengaluru
599,Tactical,118,Heavy Axe,1 Unit,HPCL Bengaluru  Terminal,"HPCL, Bangalore  Terminal, Nr Devangonthi Railway  Station",Rupak  Anand,9070079988 / 9070079988,12.9767463,77.5752782,Bengaluru
600,Tactical,117,Sledge Hammer,1 Unit,HPCL Bengaluru  Terminal,"HPCL, Bangalore  Terminal, Nr Devangonthi Railway  Station",Rupak  Anand,9070079988 / 9070079988,12.9767463,77.5752782,Bengaluru
601,Tactical,104,Electric Drill,1 Unit,HPCL Bengaluru  Terminal,"HPCL, Bangalore  Terminal, Nr Devangonthi Railway  Station",Rupak  Anand,9070079988 / 9070079988,12.9767463,77.5752782,Bengaluru
602,Tactical,355,Steel Cutter/Grinder,1 Unit,HPCL Bengaluru  Terminal,"HPCL, Bangalore  Terminal, Nr Devangonthi Railway  Station",Rupak  Anand,9070079988 / 9070079988,12.9767463,77.5752782,Bengaluru
603,Tactical,101,Gas Cutters,1 Unit,HPCL Bengaluru  Terminal,"HPCL, Bangalore  Terminal, Nr Devangonthi Railway  Station",Rupak  Anand,9070079988 / 9070079988,12.9767463,77.5752782,Bengaluru
604,Tactical,358,Bucket,8 Nos,INDOGAS,"BOTTLING PLANT  SY NO. 49/2, JAKKANAHALLI  VILLAGE AND POST,  NELAMANGALA TALUK,  BANGALORE RURAL DIST",DINAKAR  RAO KULAKARNI,9844522993 / 23382258,13.161347,77.459272,Bengaluru
605,Tactical,406,Gloves,10 Nos,ANEKAL FIRE  STATION,ANEKAL FIRE  STATION C D HOSAKOTE  ROAD ANEKAL BANGALORE -  562 106,S  MUNIRAJAIAH,9538399654 / 0,12.923772734258,77.796344293169,Bengaluru
606,Tactical,389,Gum Boots,19 Nos,ANEKAL FIRE  STATION,ANEKAL FIRE  STATION C D HOSAKOTE  ROAD ANEKAL BANGALORE -  562 106,S  MUNIRAJAIAH,9538399654 / 0,12.923772734258,77.796344293169,Bengaluru
607,Tactical,383,Goggles,10 Nos,ANEKAL FIRE  STATION,ANEKAL FIRE  STATION C D HOSAKOTE  ROAD ANEKAL BANGALORE -  562 106,S  MUNIRAJAIAH,9538399654 / 0,12.923772734258,77.796344293169,Bengaluru
608,Tactical,369,Hand Gloves,20 Nos,ANEKAL FIRE  STATION,ANEKAL FIRE  STATION C D HOSAKOTE  ROAD ANEKAL BANGALORE -  562 106,S  MUNIRAJAIAH,9538399654 / 0,12.923772734258,77.796344293169,Bengaluru
609,Tactical,322,Traffic Cones,5 Nos,ANEKAL FIRE  STATION,ANEKAL FIRE  STATION C D HOSAKOTE  ROAD ANEKAL BANGALORE -  562 106,S  MUNIRAJAIAH,9538399654 / 0,12.923772734258,77.796344293169,Bengaluru
610,Tactical,291,Containers Of Afff,20 Nos,ANEKAL FIRE  STATION,ANEKAL FIRE  STATION C D HOSAKOTE  ROAD ANEKAL BANGALORE -  562 106,S  MUNIRAJAIAH,9538399654 / 0,12.923772734258,77.796344293169,Bengaluru
621,Tactical,156,Life Jackets,6 Nos,ANEKAL FIRE  STATION,ANEKAL FIRE  STATION C D HOSAKOTE  ROAD ANEKAL BANGALORE -  562 106,S  MUNIRAJAIAH,9538399654 / 0,12.923772734258,77.796344293169,Bengaluru
622,Tactical,155,Lifebuoy,6 Nos,ANEKAL FIRE  STATION,ANEKAL FIRE  STATION C D HOSAKOTE  ROAD ANEKAL BANGALORE -  562 106,S  MUNIRAJAIAH,9538399654 / 0,12.923772734258,77.796344293169,Bengaluru
623,Tactical,360,Hose/Hose Fitting,96 Nos,ANEKAL FIRE  STATION,ANEKAL FIRE  STATION C D HOSAKOTE  ROAD ANEKAL BANGALORE -  562 106,S  MUNIRAJAIAH,9538399654 / 0,12.923772734258,77.796344293169,Bengaluru
624,Tactical,357,Rope,5 Nos,ANEKAL FIRE  STATION,ANEKAL FIRE  STATION C D HOSAKOTE  ROAD ANEKAL BANGALORE -  562 106,S  MUNIRAJAIAH,9538399654 / 0,12.923772734258,77.796344293169,Bengaluru
625,Tactical,356,B.A.Set,3 Nos,ANEKAL FIRE  STATION,ANEKAL FIRE  STATION C D HOSAKOTE  ROAD ANEKAL BANGALORE -  562 106,S  MUNIRAJAIAH,9538399654 / 0,12.923772734258,77.796344293169,Bengaluru
626,Tactical,337,Axe,1 Nos,ANEKAL FIRE  STATION,ANEKAL FIRE  STATION C D HOSAKOTE  ROAD ANEKAL BANGALORE -  562 106,S  MUNIRAJAIAH,9538399654 / 0,12.923772734258,77.796344293169,Bengaluru
627,Tactical,336,Pick Axe,1 Nos,ANEKAL FIRE  STATION,ANEKAL FIRE  STATION C D HOSAKOTE  ROAD ANEKAL BANGALORE -  562 106,S  MUNIRAJAIAH,9538399654 / 0,12.923772734258,77.796344293169,Bengaluru
628,Tactical,335,Basket,3 Nos,ANEKAL FIRE  STATION,ANEKAL FIRE  STATION C D HOSAKOTE  ROAD ANEKAL BANGALORE -  562 106,S  MUNIRAJAIAH,9538399654 / 0,12.923772734258,77.796344293169,Bengaluru
629,Tactical,334,Helmet,17 Nos,ANEKAL FIRE  STATION,ANEKAL FIRE  STATION C D HOSAKOTE  ROAD ANEKAL BANGALORE -  562 106,S  MUNIRAJAIAH,9538399654 / 0,12.923772734258,77.796344293169,Bengaluru
630,Tactical,332,Crow Bar,2 Nos,ANEKAL FIRE  STATION,ANEKAL FIRE  STATION C D HOSAKOTE  ROAD ANEKAL BANGALORE -  562 106,S  MUNIRAJAIAH,9538399654 / 0,12.923772734258,77.796344293169,Bengaluru
631,Tactical,330,Shovel,1 Nos,ANEKAL FIRE  STATION,ANEKAL FIRE  STATION C D HOSAKOTE  ROAD ANEKAL BANGALORE -  562 106,S  MUNIRAJAIAH,9538399654 / 0,12.923772734258,77.796344293169,Bengaluru
632,Tactical,118,Heavy Axe,1 Nos,ANEKAL FIRE  STATION,ANEKAL FIRE  STATION C D HOSAKOTE  ROAD ANEKAL BANGALORE -  562 106,S  MUNIRAJAIAH,9538399654 / 0,12.923772734258,77.796344293169,Bengaluru
633,Tactical,117,Sledge Hammer,1 Nos,ANEKAL FIRE  STATION,ANEKAL FIRE  STATION C D HOSAKOTE  ROAD ANEKAL BANGALORE -  562 106,S  MUNIRAJAIAH,9538399654 / 0,12.923772734258,77.796344293169,Bengaluru
634,Tactical,112,Spreaders Hydraulic,1 Nos,ANEKAL FIRE  STATION,ANEKAL FIRE  STATION C D HOSAKOTE  ROAD ANEKAL BANGALORE -  562 106,S  MUNIRAJAIAH,9538399654 / 0,12.923772734258,77.796344293169,Bengaluru
635,Tactical,389,Gum Boots,42 Nos,ELECTRONIC  CITY FIRE STATION,ELECTRONIC  CITY FIRE STATION  ELECTRONIC CITY PACE 01  NEAR BESCOM BANGALORE,S  MANJUNATH,9964704320 / 0802297157,12.835521,77.662558,Bengaluru
636,Tactical,376,Ppe Kit,42 Nos,ELECTRONIC  CITY FIRE STATION,ELECTRONIC  CITY FIRE STATION  ELECTRONIC CITY PACE 01  NEAR BESCOM BANGALORE,S  MANJUNATH,9964704320 / 0802297157,12.835521,77.662558,Bengaluru
637,Tactical,322,Traffic Cones,7 Nos,ELECTRONIC  CITY FIRE STATION,ELECTRONIC  CITY FIRE STATION  ELECTRONIC CITY PACE 01  NEAR BESCOM BANGALORE,S  MANJUNATH,9964704320 / 0802297157,12.835521,77.662558,Bengaluru
638,Tactical,291,Containers Of Afff,20 Nos,ELECTRONIC  CITY FIRE STATION,ELECTRONIC  CITY FIRE STATION  ELECTRONIC CITY PACE 01  NEAR BESCOM BANGALORE,S  MANJUNATH,9964704320 / 0802297157,12.835521,77.662558,Bengaluru
657,Tactical,159,Inflatable Boat (12 Persons),3 Nos,ELECTRONIC  CITY FIRE STATION,ELECTRONIC  CITY FIRE STATION  ELECTRONIC CITY PACE 01  NEAR BESCOM BANGALORE,S  MANJUNATH,9964704320 / 0802297157,12.835521,77.662558,Bengaluru
658,Tactical,156,Life Jackets,10 Nos,ELECTRONIC  CITY FIRE STATION,ELECTRONIC  CITY FIRE STATION  ELECTRONIC CITY PACE 01  NEAR BESCOM BANGALORE,S  MANJUNATH,9964704320 / 0802297157,12.835521,77.662558,Bengaluru
659,Tactical,155,Lifebuoy,10 Nos,ELECTRONIC  CITY FIRE STATION,ELECTRONIC  CITY FIRE STATION  ELECTRONIC CITY PACE 01  NEAR BESCOM BANGALORE,S  MANJUNATH,9964704320 / 0802297157,12.835521,77.662558,Bengaluru
660,Tactical,346,Telescopic Pneumatic Mast (Light),1 Nos,ELECTRONIC  CITY FIRE STATION,ELECTRONIC  CITY FIRE STATION  ELECTRONIC CITY PACE 01  NEAR BESCOM BANGALORE,S  MANJUNATH,9964704320 / 0802297157,12.835521,77.662558,Bengaluru
661,Tactical,344,Electric Torch,2 Nos,ELECTRONIC  CITY FIRE STATION,ELECTRONIC  CITY FIRE STATION  ELECTRONIC CITY PACE 01  NEAR BESCOM BANGALORE,S  MANJUNATH,9964704320 / 0802297157,12.835521,77.662558,Bengaluru
662,Tactical,140,Search Light,4 Nos,ELECTRONIC  CITY FIRE STATION,ELECTRONIC  CITY FIRE STATION  ELECTRONIC CITY PACE 01  NEAR BESCOM BANGALORE,S  MANJUNATH,9964704320 / 0802297157,12.835521,77.662558,Bengaluru
663,Tactical,357,Rope,1 Nos,ELECTRONIC  CITY FIRE STATION,ELECTRONIC  CITY FIRE STATION  ELECTRONIC CITY PACE 01  NEAR BESCOM BANGALORE,S  MANJUNATH,9964704320 / 0802297157,12.835521,77.662558,Bengaluru
664,Tactical,356,B.A.Set,4 Nos,ELECTRONIC  CITY FIRE STATION,ELECTRONIC  CITY FIRE STATION  ELECTRONIC CITY PACE 01  NEAR BESCOM BANGALORE,S  MANJUNATH,9964704320 / 0802297157,12.835521,77.662558,Bengaluru
665,Tactical,341,Ceiling Hook,1 Nos,ELECTRONIC  CITY FIRE STATION,ELECTRONIC  CITY FIRE STATION  ELECTRONIC CITY PACE 01  NEAR BESCOM BANGALORE,S  MANJUNATH,9964704320 / 0802297157,12.835521,77.662558,Bengaluru
666,Tactical,337,Axe,1 Nos,ELECTRONIC  CITY FIRE STATION,ELECTRONIC  CITY FIRE STATION  ELECTRONIC CITY PACE 01  NEAR BESCOM BANGALORE,S  MANJUNATH,9964704320 / 0802297157,12.835521,77.662558,Bengaluru
667,Tactical,336,Pick Axe,1 Nos,ELECTRONIC  CITY FIRE STATION,ELECTRONIC  CITY FIRE STATION  ELECTRONIC CITY PACE 01  NEAR BESCOM BANGALORE,S  MANJUNATH,9964704320 / 0802297157,12.835521,77.662558,Bengaluru
668,Tactical,332,Crow Bar,2 Nos,ELECTRONIC  CITY FIRE STATION,ELECTRONIC  CITY FIRE STATION  ELECTRONIC CITY PACE 01  NEAR BESCOM BANGALORE,S  MANJUNATH,9964704320 / 0802297157,12.835521,77.662558,Bengaluru
669,Tactical,331,Spade,2 Nos,ELECTRONIC  CITY FIRE STATION,ELECTRONIC  CITY FIRE STATION  ELECTRONIC CITY PACE 01  NEAR BESCOM BANGALORE,S  MANJUNATH,9964704320 / 0802297157,12.835521,77.662558,Bengaluru
670,Tactical,330,Shovel,1 Nos,ELECTRONIC  CITY FIRE STATION,ELECTRONIC  CITY FIRE STATION  ELECTRONIC CITY PACE 01  NEAR BESCOM BANGALORE,S  MANJUNATH,9964704320 / 0802297157,12.835521,77.662558,Bengaluru
671,Tactical,123,Set Of Rope Tackle ( 3 Sheave 2 Sheave),1 Nos,ELECTRONIC  CITY FIRE STATION,ELECTRONIC  CITY FIRE STATION  ELECTRONIC CITY PACE 01  NEAR BESCOM BANGALORE,S  MANJUNATH,9964704320 / 0802297157,12.835521,77.662558,Bengaluru
672,Tactical,122,Smoke Blower And Exhauster,1 Nos,ELECTRONIC  CITY FIRE STATION,ELECTRONIC  CITY FIRE STATION  ELECTRONIC CITY PACE 01  NEAR BESCOM BANGALORE,S  MANJUNATH,9964704320 / 0802297157,12.835521,77.662558,Bengaluru
673,Tactical,118,Heavy Axe,1 Nos,ELECTRONIC  CITY FIRE STATION,ELECTRONIC  CITY FIRE STATION  ELECTRONIC CITY PACE 01  NEAR BESCOM BANGALORE,S  MANJUNATH,9964704320 / 0802297157,12.835521,77.662558,Bengaluru
674,Tactical,117,Sledge Hammer,1 Nos,ELECTRONIC  CITY FIRE STATION,ELECTRONIC  CITY FIRE STATION  ELECTRONIC CITY PACE 01  NEAR BESCOM BANGALORE,S  MANJUNATH,9964704320 / 0802297157,12.835521,77.662558,Bengaluru
675,Tactical,115,Jack With 5 Ton Lift,1 Nos,ELECTRONIC  CITY FIRE STATION,ELECTRONIC  CITY FIRE STATION  ELECTRONIC CITY PACE 01  NEAR BESCOM BANGALORE,S  MANJUNATH,9964704320 / 0802297157,12.835521,77.662558,Bengaluru
676,Tactical,114,Air Lifting Bags (Different Capacity)/Tools,2 Nos,ELECTRONIC  CITY FIRE STATION,ELECTRONIC  CITY FIRE STATION  ELECTRONIC CITY PACE 01  NEAR BESCOM BANGALORE,S  MANJUNATH,9964704320 / 0802297157,12.835521,77.662558,Bengaluru
677,Tactical,113,Spreaders Battery,1 Nos,ELECTRONIC  CITY FIRE STATION,ELECTRONIC  CITY FIRE STATION  ELECTRONIC CITY PACE 01  NEAR BESCOM BANGALORE,S  MANJUNATH,9964704320 / 0802297157,12.835521,77.662558,Bengaluru
678,Tactical,112,Spreaders Hydraulic,1 Nos,ELECTRONIC  CITY FIRE STATION,ELECTRONIC  CITY FIRE STATION  ELECTRONIC CITY PACE 01  NEAR BESCOM BANGALORE,S  MANJUNATH,9964704320 / 0802297157,12.835521,77.662558,Bengaluru
679,Tactical,106,Chipping Hammer,1 Nos,ELECTRONIC  CITY FIRE STATION,ELECTRONIC  CITY FIRE STATION  ELECTRONIC CITY PACE 01  NEAR BESCOM BANGALORE,S  MANJUNATH,9964704320 / 0802297157,12.835521,77.662558,Bengaluru
680,Tactical,110,Cutters Hydraulic,2 Nos,ELECTRONIC  CITY FIRE STATION,ELECTRONIC  CITY FIRE STATION  ELECTRONIC CITY PACE 01  NEAR BESCOM BANGALORE,S  MANJUNATH,9964704320 / 0802297157,12.835521,77.662558,Bengaluru
681,Tactical,103,Bolt Cutters ( Shears ),2 Nos,ELECTRONIC  CITY FIRE STATION,ELECTRONIC  CITY FIRE STATION  ELECTRONIC CITY PACE 01  NEAR BESCOM BANGALORE,S  MANJUNATH,9964704320 / 0802297157,12.835521,77.662558,Bengaluru
682,Tactical,108,Chain Saw Bullet,1 Nos,SARJAPUR ROAD  FIRE STATION,"Kaigondanahalli,  Sarjapura Road, Bengaluru",SAMPATH  RAJ,9535274380 / 08025746166,12.9166379,77.6737526,Bengaluru
683,Tactical,117,Sledge Hammer,2 Nos,SARJAPUR ROAD  FIRE STATION,"Kaigondanahalli,  Sarjapura Road, Bengaluru",SAMPATH  RAJ,9535274380 / 08025746166,12.9166379,77.6737526,Bengaluru
